,ndc_description_agg
48868,NESINA EQ 12.5MG BASE ORAL
48869,NESINA EQ 25MG BASE ORAL
48870,NESINA EQ 25MG BASE ORAL
48871,NESINA EQ 25MG BASE ORAL
48872,NESINA EQ 25MG BASE ORAL
48873,NESINA EQ 25MG BASE ORAL
48874,NESINA EQ 25MG BASE ORAL
48875,NESINA EQ 25MG BASE ORAL
48876,NEURAMATE 200MG ORAL
48877,NEURAMATE 400MG ORAL
48878,NEURONTIN 600MG ORAL
48879,NEURONTIN 800MG ORAL
48880,NEVIRAPINE 200MG ORAL
48881,NEVIRAPINE 200MG ORAL
48882,NEVIRAPINE 200MG ORAL
48883,NEVIRAPINE 200MG ORAL
48884,NEVIRAPINE 200MG ORAL
48885,NEVIRAPINE 200MG ORAL
48886,NEVIRAPINE 200MG ORAL
48887,NEVIRAPINE 200MG ORAL
48888,NEVIRAPINE 200MG ORAL
48889,NEVIRAPINE 200MG ORAL
48890,NEVIRAPINE 200MG ORAL
48891,NEXAVAR EQ 200MG BASE ORAL
48892,NEXAVAR EQ 200MG BASE ORAL
48893,NEXAVAR EQ 200MG BASE ORAL
48894,NEXAVAR EQ 200MG BASE ORAL
48895,NEXAVAR EQ 200MG BASE ORAL
48896,NEXAVAR EQ 200MG BASE ORAL
48897,NEXAVAR EQ 200MG BASE ORAL
48898,NEXAVAR EQ 200MG BASE ORAL
48899,NEXAVAR EQ 200MG BASE ORAL
48900,NEXAVAR EQ 200MG BASE ORAL
48901,NIACIN 500MG ORAL
48902,NIACIN 500MG ORAL
48903,NIACIN 500MG ORAL
48904,NIACIN 500MG ORAL
48905,NIACIN 500MG ORAL
48906,NIACIN 500MG ORAL
48907,NIACIN 500MG ORAL
48908,NIACIN 500MG ORAL
48909,NIACIN 500MG ORAL
48910,NIACIN 500MG ORAL
48911,NIACIN 500MG ORAL
48912,NIACIN 500MG ORAL
48913,NIACIN 500MG ORAL
48914,NIACOR 500MG ORAL
48915,NICOLAR 500MG ORAL
48916,NIKITA EQ 1MG BASE ORAL
48917,NIKITA EQ 2MG BASE ORAL
48918,NIKITA EQ 4MG BASE ORAL
48919,NIKKI 3MG;0.02MG ORAL
48920,NILANDRON 50MG ORAL
48921,NILANDRON 150MG ORAL
48922,"NILSTAT 500,000 UNITS ORAL"
48923,NILUTAMIDE 150MG ORAL
48924,NITROFURANTOIN 50MG ORAL
48925,NITROFURANTOIN 100MG ORAL
48926,NITROFURANTOIN 50MG ORAL
48927,NITROFURANTOIN 100MG ORAL
48928,NITROFURANTOIN 50MG ORAL
48929,NITROFURANTOIN 100MG ORAL
48930,NITROFURANTOIN 50MG ORAL
48931,NITROFURANTOIN 50MG ORAL
48932,NITROFURANTOIN 100MG ORAL
48933,NITROFURANTOIN 100MG ORAL
48934,NITROFURANTOIN 100MG ORAL
48935,NITYR 2MG ORAL
48936,NITYR 5MG ORAL
48937,NITYR 10MG ORAL
48938,NIZORAL 200MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons** ORAL
48939,NOLUDAR 50MG ORAL
48940,NOLUDAR 200MG ORAL
48941,NOLVADEX EQ 10MG BASE **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons** ORAL
48942,NOLVADEX EQ 20MG BASE **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons** ORAL
48943,NORCET 500MG;5MG ORAL
48944,NORCO 325MG;2.5MG ORAL
48945,NORCO 325MG;5MG ORAL
48946,NORCO 325MG;5MG ORAL
48947,NORCO 325MG;7.5MG ORAL
48948,NORCO 325MG;10MG ORAL
48949,NORETHINDRONE ACETATE 5MG ORAL
48950,NORETHINDRONE ACETATE 5MG ORAL
48951,NORETHINDRONE ACETATE 5MG ORAL
48952,NORETHINDRONE ACETATE 5MG ORAL
48953,NORETHINDRONE ACETATE 5MG ORAL
48954,NORETHINDRONE ACETATE 5MG ORAL
48955,NORETHINDRONE ACETATE AND ETHINYL ESTRADIOL 0.005MG;1MG ORAL
48956,NORETHINDRONE ACETATE AND ETHINYL ESTRADIOL 0.0025MG;0.5MG ORAL
48957,NORETHINDRONE ACETATE AND ETHINYL ESTRADIOL 0.005MG;1MG ORAL
48958,NORETHINDRONE ACETATE AND ETHINYL ESTRADIOL 0.0025MG;0.5MG ORAL
48959,NORETHINDRONE ACETATE AND ETHINYL ESTRADIOL 0.005MG;1MG ORAL
48960,"NORETHINDRONE ACETATE AND ETHINYL ESTRADIOL AND ETHINYL ESTRADIOL AND FERROUS FUMARATE 0.01MG,0.01MG;1MG,N/A ORAL"
48961,NORETHINDRONE ACETATE AND ETHINYL ESTRADIOL AND FERROUS FUMARATE 0.02MG;1MG ORAL
48962,NORETHINDRONE ACETATE AND ETHINYL ESTRADIOL AND FERROUS FUMARATE 0.02MG;1MG ORAL
48963,NORETHINDRONE ACETATE AND ETHINYL ESTRADIOL AND FERROUS FUMARATE 0.02MG;1MG ORAL
48964,NORETHINDRONE ACETATE AND ETHINYL ESTRADIOL AND FERROUS FUMARATE 0.02MG;1MG ORAL
48965,NORETHINDRONE ACETATE AND ETHINYL ESTRADIOL AND FERROUS FUMARATE 0.02MG;1MG ORAL
48966,NORGESIC 385MG;30MG;25MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons** ORAL
48967,NORGESIC FORTE 770MG;60MG;50MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons** ORAL
48968,NORLUTATE 5MG ORAL
48969,NORLUTIN 5MG ORAL
48970,NORMODYNE 100MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons** ORAL
48971,NORMODYNE 200MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons** ORAL
48972,NORMODYNE 300MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons** ORAL
48973,NORMODYNE 400MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons** ORAL
48974,NORMOZIDE 25MG;100MG ORAL
48975,NORMOZIDE 25MG;200MG ORAL
48976,NORMOZIDE 25MG;300MG ORAL
48977,NORMOZIDE 25MG;400MG ORAL
48978,NOROXIN 400MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons** ORAL
48979,NORPRAMIN 10MG ORAL
48980,NORPRAMIN 25MG ORAL
48981,NORPRAMIN 50MG ORAL
48982,NORPRAMIN 75MG ORAL
48983,NORPRAMIN 100MG ORAL
48984,NORPRAMIN 150MG ORAL
48985,NORVASC EQ 2.5MG BASE ORAL
48986,NORVASC EQ 5MG BASE ORAL
48987,NORVASC EQ 10MG BASE ORAL
48988,NORVIR 100MG ORAL
48989,NORVIR 100MG ORAL
48990,NORVIR 100MG ORAL
48991,NORVIR 100MG ORAL
48992,NORVIR 100MG ORAL
48993,NORVIR 100MG ORAL
48994,NORVIR 100MG ORAL
48995,NORVIR 100MG ORAL
48996,NORVIR 100MG ORAL
48997,NORVIR 100MG ORAL
48998,NORVIR 100MG ORAL
48999,NORVIR 100MG ORAL
49000,NUCYNTA EQ 50MG BASE ORAL
49001,NUCYNTA EQ 50MG BASE ORAL
49002,NUCYNTA EQ 75MG BASE ORAL
49003,NUCYNTA EQ 75MG BASE ORAL
49004,NUCYNTA EQ 100MG BASE ORAL
49005,NUCYNTA EQ 100MG BASE ORAL
49006,NUPLAZID EQ 10MG BASE ORAL
49007,NUPLAZID EQ 10MG BASE ORAL
49008,NUPLAZID EQ 10MG BASE ORAL
49009,NUPLAZID EQ 10MG BASE ORAL
49010,NUPLAZID EQ 10MG BASE ORAL
49011,NUPLAZID EQ 10MG BASE ORAL
49012,NUPLAZID EQ 10MG BASE ORAL
49013,NUPLAZID EQ 10MG BASE ORAL
49014,NUPLAZID EQ 10MG BASE ORAL
49015,NUPLAZID EQ 10MG BASE ORAL
49016,NUPLAZID EQ 10MG BASE ORAL
49017,NUPLAZID EQ 10MG BASE ORAL
49018,NUPLAZID EQ 10MG BASE ORAL
49019,NUPLAZID EQ 10MG BASE ORAL
49020,NUPLAZID EQ 10MG BASE ORAL
49021,NUPLAZID EQ 17MG BASE ORAL
49022,NUPLAZID EQ 17MG BASE ORAL
49023,NUPLAZID EQ 17MG BASE ORAL
49024,NUPLAZID EQ 17MG BASE ORAL
49025,NUPLAZID EQ 17MG BASE ORAL
49026,NUPLAZID EQ 17MG BASE ORAL
49027,NUPLAZID EQ 17MG BASE ORAL
49028,NUPLAZID EQ 17MG BASE ORAL
49029,NUPLAZID EQ 17MG BASE ORAL
49030,NUPLAZID EQ 17MG BASE ORAL
49031,NUPLAZID EQ 17MG BASE ORAL
49032,NUPLAZID EQ 17MG BASE ORAL
49033,NUPLAZID EQ 17MG BASE ORAL
49034,NUPLAZID EQ 17MG BASE ORAL
49035,NUPRIN 200MG ORAL
49036,NUPRIN 200MG ORAL
49037,NUPRIN 200MG ORAL
49038,NUPRIN 200MG ORAL
49039,NUVIGIL 50MG ORAL
49040,NUVIGIL 50MG ORAL
49041,NUVIGIL 50MG ORAL
49042,NUVIGIL 50MG ORAL
49043,NUVIGIL 100MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons** ORAL
49044,NUVIGIL 100MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons** ORAL
49045,NUVIGIL 100MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons** ORAL
49046,NUVIGIL 100MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons** ORAL
49047,NUVIGIL 150MG ORAL
49048,NUVIGIL 150MG ORAL
49049,NUVIGIL 150MG ORAL
49050,NUVIGIL 150MG ORAL
49051,NUVIGIL 200MG ORAL
49052,NUVIGIL 200MG ORAL
49053,NUVIGIL 200MG ORAL
49054,NUVIGIL 200MG ORAL
49055,NUVIGIL 250MG ORAL
49056,NUVIGIL 250MG ORAL
49057,NUVIGIL 250MG ORAL
49058,NUVIGIL 250MG ORAL
49059,NUZYRA EQ 150MG BASE ORAL
49060,NUZYRA EQ 150MG BASE ORAL
49061,NUZYRA EQ 150MG BASE ORAL
49062,NUZYRA EQ 150MG BASE ORAL
49063,NYDRAZID 100MG ORAL
49064,"NYSTATIN 500,000 UNITS ORAL"
49065,"NYSTATIN 500,000 UNITS ORAL"
49066,"NYSTATIN 500,000 UNITS ORAL"
49067,"NYSTATIN 500,000 UNITS ORAL"
49068,"NYSTATIN 500,000 UNITS ORAL"
49069,"NYSTATIN 500,000 UNITS ORAL"
49070,"NYSTATIN 500,000 UNITS ORAL"
49071,OCALIVA 5MG ORAL
49072,OCALIVA 5MG ORAL
49073,OCALIVA 5MG ORAL
49074,OCALIVA 5MG ORAL
49075,OCALIVA 5MG ORAL
49076,OCALIVA 5MG ORAL
49077,OCALIVA 5MG ORAL
49078,OCALIVA 5MG ORAL
49079,OCALIVA 5MG ORAL
49080,OCALIVA 5MG ORAL
49081,OCALIVA 5MG ORAL
49082,OCALIVA 5MG ORAL
49083,OCALIVA 5MG ORAL
49084,OCALIVA 5MG ORAL
49085,OCALIVA 10MG ORAL
49086,OCALIVA 10MG ORAL
49087,OCALIVA 10MG ORAL
49088,OCALIVA 10MG ORAL
49089,OCALIVA 10MG ORAL
49090,OCALIVA 10MG ORAL
49091,OCALIVA 10MG ORAL
49092,OCALIVA 10MG ORAL
49093,OCALIVA 10MG ORAL
49094,OCALIVA 10MG ORAL
49095,OCALIVA 10MG ORAL
49096,OCALIVA 10MG ORAL
49097,OCALIVA 10MG ORAL
49098,OCALIVA 10MG ORAL
49099,ODEFSEY 200MG;EQ 25MG BASE;EQ 25MG BASE ORAL
49100,ODEFSEY 200MG;EQ 25MG BASE;EQ 25MG BASE ORAL
49101,ODEFSEY 200MG;EQ 25MG BASE;EQ 25MG BASE ORAL
49102,ODEFSEY 200MG;EQ 25MG BASE;EQ 25MG BASE ORAL
49103,ODEFSEY 200MG;EQ 25MG BASE;EQ 25MG BASE ORAL
49104,ODEFSEY 200MG;EQ 25MG BASE;EQ 25MG BASE ORAL
49105,ODEFSEY 200MG;EQ 25MG BASE;EQ 25MG BASE ORAL
49106,ODEFSEY 200MG;EQ 25MG BASE;EQ 25MG BASE ORAL
49107,ODEFSEY 200MG;EQ 25MG BASE;EQ 25MG BASE ORAL
49108,ODEFSEY 200MG;EQ 25MG BASE;EQ 25MG BASE ORAL
49109,ODEFSEY 200MG;EQ 25MG BASE;EQ 25MG BASE ORAL
49110,ODEFSEY 200MG;EQ 25MG BASE;EQ 25MG BASE ORAL
49111,ODEFSEY 200MG;EQ 25MG BASE;EQ 25MG BASE ORAL
49112,ODEFSEY 200MG;EQ 25MG BASE;EQ 25MG BASE ORAL
49113,ODEFSEY 200MG;EQ 25MG BASE;EQ 25MG BASE ORAL
49114,ODEFSEY 200MG;EQ 25MG BASE;EQ 25MG BASE ORAL
49115,ODEFSEY 200MG;EQ 25MG BASE;EQ 25MG BASE ORAL
49116,ODEFSEY 200MG;EQ 25MG BASE;EQ 25MG BASE ORAL
49117,ODEFSEY 200MG;EQ 25MG BASE;EQ 25MG BASE ORAL
49118,ODEFSEY 200MG;EQ 25MG BASE;EQ 25MG BASE ORAL
49119,ODEFSEY 200MG;EQ 25MG BASE;EQ 25MG BASE ORAL
49120,ODEFSEY 200MG;EQ 25MG BASE;EQ 25MG BASE ORAL
49121,ODEFSEY 200MG;EQ 25MG BASE;EQ 25MG BASE ORAL
49122,ODEFSEY 200MG;EQ 25MG BASE;EQ 25MG BASE ORAL
49123,ODEFSEY 200MG;EQ 25MG BASE;EQ 25MG BASE ORAL
49124,ODEFSEY 200MG;EQ 25MG BASE;EQ 25MG BASE ORAL
49125,ODEFSEY 200MG;EQ 25MG BASE;EQ 25MG BASE ORAL
49126,ODEFSEY 200MG;EQ 25MG BASE;EQ 25MG BASE ORAL
49127,ODEFSEY 200MG;EQ 25MG BASE;EQ 25MG BASE ORAL
49128,ODEFSEY 200MG;EQ 25MG BASE;EQ 25MG BASE ORAL
49129,ODEFSEY 200MG;EQ 25MG BASE;EQ 25MG BASE ORAL
49130,ODEFSEY 200MG;EQ 25MG BASE;EQ 25MG BASE ORAL
49131,ODEFSEY 200MG;EQ 25MG BASE;EQ 25MG BASE ORAL
49132,ODEFSEY 200MG;EQ 25MG BASE;EQ 25MG BASE ORAL
49133,ODEFSEY 200MG;EQ 25MG BASE;EQ 25MG BASE ORAL
49134,ODEFSEY 200MG;EQ 25MG BASE;EQ 25MG BASE ORAL
49135,ODEFSEY 200MG;EQ 25MG BASE;EQ 25MG BASE ORAL
49136,ODEFSEY 200MG;EQ 25MG BASE;EQ 25MG BASE ORAL
49137,ODEFSEY 200MG;EQ 25MG BASE;EQ 25MG BASE ORAL
49138,OFLOXACIN 200MG ORAL
49139,OFLOXACIN 300MG ORAL
49140,OFLOXACIN 400MG ORAL
49141,OFLOXACIN 200MG ORAL
49142,OFLOXACIN 300MG ORAL
49143,OFLOXACIN 400MG ORAL
49144,OFLOXACIN 200MG ORAL
49145,OFLOXACIN 300MG ORAL
49146,OFLOXACIN 400MG ORAL
49147,OFLOXACIN 200MG ORAL
49148,OFLOXACIN 300MG ORAL
49149,OFLOXACIN 400MG ORAL
49150,OFLOXACIN 200MG ORAL
49151,OFLOXACIN 300MG ORAL
49152,OFLOXACIN 400MG ORAL
49153,OFORTA 10MG ORAL
49154,OGEN .625 0.75MG ORAL
49155,OGEN 1.25 1.5MG ORAL
49156,OGEN 2.5 3MG ORAL
49157,OGEN 5 6MG ORAL
49158,OLANZAPINE 2.5MG ORAL
49159,OLANZAPINE 5MG ORAL
49160,OLANZAPINE 7.5MG ORAL
49161,OLANZAPINE 10MG ORAL
49162,OLANZAPINE 15MG ORAL
49163,OLANZAPINE 20MG ORAL
49164,OLANZAPINE 2.5MG ORAL
49165,OLANZAPINE 5MG ORAL
49166,OLANZAPINE 7.5MG ORAL
49167,OLANZAPINE 10MG ORAL
49168,OLANZAPINE 15MG ORAL
49169,OLANZAPINE 20MG ORAL
49170,OLANZAPINE 2.5MG ORAL
49171,OLANZAPINE 5MG ORAL
49172,OLANZAPINE 7.5MG ORAL
49173,OLANZAPINE 10MG ORAL
49174,OLANZAPINE 15MG ORAL
49175,OLANZAPINE 20MG ORAL
49176,OLANZAPINE 2.5MG ORAL
49177,OLANZAPINE 5MG ORAL
49178,OLANZAPINE 7.5MG ORAL
49179,OLANZAPINE 10MG ORAL
49180,OLANZAPINE 15MG ORAL
49181,OLANZAPINE 20MG ORAL
49182,OLANZAPINE 2.5MG ORAL
49183,OLANZAPINE 5MG ORAL
49184,OLANZAPINE 7.5MG ORAL
49185,OLANZAPINE 10MG ORAL
49186,OLANZAPINE 15MG ORAL
49187,OLANZAPINE 20MG ORAL
49188,OLANZAPINE 2.5MG ORAL
49189,OLANZAPINE 5MG ORAL
49190,OLANZAPINE 7.5MG ORAL
49191,OLANZAPINE 10MG ORAL
49192,OLANZAPINE 15MG ORAL
49193,OLANZAPINE 20MG ORAL
49194,OLANZAPINE 2.5MG ORAL
49195,OLANZAPINE 5MG ORAL
49196,OLANZAPINE 7.5MG ORAL
49197,OLANZAPINE 10MG ORAL
49198,OLANZAPINE 15MG ORAL
49199,OLANZAPINE 20MG ORAL
49200,OLANZAPINE 20MG ORAL
49201,OLANZAPINE 2.5MG ORAL
49202,OLANZAPINE 5MG ORAL
49203,OLANZAPINE 10MG ORAL
49204,OLANZAPINE 2.5MG ORAL
49205,OLANZAPINE 5MG ORAL
49206,OLANZAPINE 7.5MG ORAL
49207,OLANZAPINE 10MG ORAL
49208,OLANZAPINE 15MG ORAL
49209,OLANZAPINE 20MG ORAL
49210,OLANZAPINE 2.5MG ORAL
49211,OLANZAPINE 5MG ORAL
49212,OLANZAPINE 7.5MG ORAL
49213,OLANZAPINE 10MG ORAL
49214,OLANZAPINE 15MG ORAL
49215,OLANZAPINE 20MG ORAL
49216,OLANZAPINE 2.5MG ORAL
49217,OLANZAPINE 5MG ORAL
49218,OLANZAPINE 7.5MG ORAL
49219,OLANZAPINE 10MG ORAL
49220,OLANZAPINE 15MG ORAL
49221,OLANZAPINE 20MG ORAL
49222,OLANZAPINE 2.5MG ORAL
49223,OLANZAPINE 5MG ORAL
49224,OLANZAPINE 7.5MG ORAL
49225,OLANZAPINE 10MG ORAL
49226,OLANZAPINE 15MG ORAL
49227,OLANZAPINE 20MG ORAL
49228,OLANZAPINE 2.5MG ORAL
49229,OLANZAPINE 5MG ORAL
49230,OLANZAPINE 7.5MG ORAL
49231,OLANZAPINE 10MG ORAL
49232,OLANZAPINE 15MG ORAL
49233,OLANZAPINE 20MG ORAL
49234,OLANZAPINE 2.5MG ORAL
49235,OLANZAPINE 5MG ORAL
49236,OLANZAPINE 7.5MG ORAL
49237,OLANZAPINE 10MG ORAL
49238,OLANZAPINE 15MG ORAL
49239,OLANZAPINE 20MG ORAL
49240,OLANZAPINE 2.5MG ORAL
49241,OLANZAPINE 5MG ORAL
49242,OLANZAPINE 7.5MG ORAL
49243,OLANZAPINE 10MG ORAL
49244,OLANZAPINE 15MG ORAL
49245,OLANZAPINE 2.5MG ORAL
49246,OLANZAPINE 5MG ORAL
49247,OLANZAPINE 7.5MG ORAL
49248,OLANZAPINE 10MG ORAL
49249,OLANZAPINE 15MG ORAL
49250,OLANZAPINE 20MG ORAL
49251,OLANZAPINE 2.5MG ORAL
49252,OLANZAPINE 5MG ORAL
49253,OLANZAPINE 7.5MG ORAL
49254,OLANZAPINE 10MG ORAL
49255,OLANZAPINE 15MG ORAL
49256,OLANZAPINE 20MG ORAL
49257,OLMESARTAN MEDOXOMIL 5MG ORAL
49258,OLMESARTAN MEDOXOMIL 20MG ORAL
49259,OLMESARTAN MEDOXOMIL 40MG ORAL
49260,OLMESARTAN MEDOXOMIL 5MG ORAL
49261,OLMESARTAN MEDOXOMIL 20MG ORAL
49262,OLMESARTAN MEDOXOMIL 40MG ORAL
49263,OLMESARTAN MEDOXOMIL 5MG ORAL
49264,OLMESARTAN MEDOXOMIL 20MG ORAL
49265,OLMESARTAN MEDOXOMIL 40MG ORAL
49266,OLMESARTAN MEDOXOMIL 5MG ORAL
49267,OLMESARTAN MEDOXOMIL 20MG ORAL
49268,OLMESARTAN MEDOXOMIL 40MG ORAL
49269,OLMESARTAN MEDOXOMIL 5MG ORAL
49270,OLMESARTAN MEDOXOMIL 20MG ORAL
49271,OLMESARTAN MEDOXOMIL 40MG ORAL
49272,OLMESARTAN MEDOXOMIL 5MG ORAL
49273,OLMESARTAN MEDOXOMIL 20MG ORAL
49274,OLMESARTAN MEDOXOMIL 40MG ORAL
49275,OLMESARTAN MEDOXOMIL 5MG ORAL
49276,OLMESARTAN MEDOXOMIL 20MG ORAL
49277,OLMESARTAN MEDOXOMIL 40MG ORAL
49278,OLMESARTAN MEDOXOMIL 5MG ORAL
49279,OLMESARTAN MEDOXOMIL 20MG ORAL
49280,OLMESARTAN MEDOXOMIL 40MG ORAL
49281,OLMESARTAN MEDOXOMIL 5MG ORAL
49282,OLMESARTAN MEDOXOMIL 20MG ORAL
49283,OLMESARTAN MEDOXOMIL 40MG ORAL
49284,OLMESARTAN MEDOXOMIL 5MG ORAL
49285,OLMESARTAN MEDOXOMIL 20MG ORAL
49286,OLMESARTAN MEDOXOMIL 40MG ORAL
49287,OLMESARTAN MEDOXOMIL 5MG ORAL
49288,OLMESARTAN MEDOXOMIL 20MG ORAL
49289,OLMESARTAN MEDOXOMIL 40MG ORAL
49290,OLMESARTAN MEDOXOMIL 5MG ORAL
49291,OLMESARTAN MEDOXOMIL 20MG ORAL
49292,OLMESARTAN MEDOXOMIL 40MG ORAL
49293,OLMESARTAN MEDOXOMIL 5MG ORAL
49294,OLMESARTAN MEDOXOMIL 20MG ORAL
49295,OLMESARTAN MEDOXOMIL 40MG ORAL
49296,OLMESARTAN MEDOXOMIL 5MG ORAL
49297,OLMESARTAN MEDOXOMIL 20MG ORAL
49298,OLMESARTAN MEDOXOMIL 40MG ORAL
49299,OLMESARTAN MEDOXOMIL 5MG ORAL
49300,OLMESARTAN MEDOXOMIL 20MG ORAL
49301,OLMESARTAN MEDOXOMIL 40MG ORAL
49302,OLMESARTAN MEDOXOMIL AND HYDROCHLOROTHIAZIDE 12.5MG;20MG ORAL
49303,OLMESARTAN MEDOXOMIL AND HYDROCHLOROTHIAZIDE 12.5MG;40MG ORAL
49304,OLMESARTAN MEDOXOMIL AND HYDROCHLOROTHIAZIDE 25MG;40MG ORAL
49305,OLMESARTAN MEDOXOMIL AND HYDROCHLOROTHIAZIDE 12.5MG;20MG ORAL
49306,OLMESARTAN MEDOXOMIL AND HYDROCHLOROTHIAZIDE 12.5MG;40MG ORAL
49307,OLMESARTAN MEDOXOMIL AND HYDROCHLOROTHIAZIDE 25MG;40MG ORAL
49308,OLMESARTAN MEDOXOMIL AND HYDROCHLOROTHIAZIDE 12.5MG;20MG ORAL
49309,OLMESARTAN MEDOXOMIL AND HYDROCHLOROTHIAZIDE 12.5MG;40MG ORAL
49310,OLMESARTAN MEDOXOMIL AND HYDROCHLOROTHIAZIDE 25MG;40MG ORAL
49311,OLMESARTAN MEDOXOMIL AND HYDROCHLOROTHIAZIDE 12.5MG;20MG ORAL
49312,OLMESARTAN MEDOXOMIL AND HYDROCHLOROTHIAZIDE 12.5MG;40MG ORAL
49313,OLMESARTAN MEDOXOMIL AND HYDROCHLOROTHIAZIDE 25MG;40MG ORAL
49314,OLMESARTAN MEDOXOMIL AND HYDROCHLOROTHIAZIDE 12.5MG;20MG ORAL
49315,OLMESARTAN MEDOXOMIL AND HYDROCHLOROTHIAZIDE 12.5MG;40MG ORAL
49316,OLMESARTAN MEDOXOMIL AND HYDROCHLOROTHIAZIDE 25MG;40MG ORAL
49317,OLMESARTAN MEDOXOMIL AND HYDROCHLOROTHIAZIDE 12.5MG;20MG ORAL
49318,OLMESARTAN MEDOXOMIL AND HYDROCHLOROTHIAZIDE 12.5MG;40MG ORAL
49319,OLMESARTAN MEDOXOMIL AND HYDROCHLOROTHIAZIDE 25MG;40MG ORAL
49320,OLMESARTAN MEDOXOMIL AND HYDROCHLOROTHIAZIDE 12.5MG;20MG ORAL
49321,OLMESARTAN MEDOXOMIL AND HYDROCHLOROTHIAZIDE 12.5MG;40MG ORAL
49322,OLMESARTAN MEDOXOMIL AND HYDROCHLOROTHIAZIDE 25MG;40MG ORAL
49323,"OLMESARTAN MEDOXOMIL, AMLODIPINE AND HYDROCHLOROTHIAZIDE EQ 5MG BASE;12.5MG;20MG ORAL"
49324,"OLMESARTAN MEDOXOMIL, AMLODIPINE AND HYDROCHLOROTHIAZIDE EQ 5MG BASE;12.5MG;40MG ORAL"
49325,"OLMESARTAN MEDOXOMIL, AMLODIPINE AND HYDROCHLOROTHIAZIDE EQ 5MG BASE;25MG;40MG ORAL"
49326,"OLMESARTAN MEDOXOMIL, AMLODIPINE AND HYDROCHLOROTHIAZIDE EQ 10MG BASE;12.5MG;40MG ORAL"
49327,"OLMESARTAN MEDOXOMIL, AMLODIPINE AND HYDROCHLOROTHIAZIDE EQ 10MG BASE;25MG;40MG ORAL"
49328,"OLMESARTAN MEDOXOMIL, AMLODIPINE AND HYDROCHLOROTHIAZIDE EQ 5MG BASE;12.5MG;20MG ORAL"
49329,"OLMESARTAN MEDOXOMIL, AMLODIPINE AND HYDROCHLOROTHIAZIDE EQ 5MG BASE;12.5MG;40MG ORAL"
49330,"OLMESARTAN MEDOXOMIL, AMLODIPINE AND HYDROCHLOROTHIAZIDE EQ 5MG BASE;25MG;40MG ORAL"
49331,"OLMESARTAN MEDOXOMIL, AMLODIPINE AND HYDROCHLOROTHIAZIDE EQ 10MG BASE;12.5MG;40MG ORAL"
49332,"OLMESARTAN MEDOXOMIL, AMLODIPINE AND HYDROCHLOROTHIAZIDE EQ 10MG BASE;25MG;40MG ORAL"
49333,"OLMESARTAN MEDOXOMIL, AMLODIPINE AND HYDROCHLOROTHIAZIDE EQ 5MG BASE;12.5MG;20MG ORAL"
49334,"OLMESARTAN MEDOXOMIL, AMLODIPINE AND HYDROCHLOROTHIAZIDE EQ 5MG BASE;12.5MG;40MG ORAL"
49335,"OLMESARTAN MEDOXOMIL, AMLODIPINE AND HYDROCHLOROTHIAZIDE EQ 5MG BASE;25MG;40MG ORAL"
49336,"OLMESARTAN MEDOXOMIL, AMLODIPINE AND HYDROCHLOROTHIAZIDE EQ 10MG BASE;12.5MG;40MG ORAL"
49337,"OLMESARTAN MEDOXOMIL, AMLODIPINE AND HYDROCHLOROTHIAZIDE EQ 10MG BASE;25MG;40MG ORAL"
49338,OLUMIANT 2MG ORAL
49339,OLUMIANT 2MG ORAL
49340,ONA-MAST 8MG ORAL
49341,ONDANSETRON HYDROCHLORIDE EQ 4MG BASE ORAL
49342,ONDANSETRON HYDROCHLORIDE EQ 8MG BASE ORAL
49343,ONDANSETRON HYDROCHLORIDE EQ 4MG BASE ORAL
49344,ONDANSETRON HYDROCHLORIDE EQ 8MG BASE ORAL
49345,ONDANSETRON HYDROCHLORIDE EQ 24MG BASE ORAL
49346,ONDANSETRON HYDROCHLORIDE EQ 4MG BASE ORAL
49347,ONDANSETRON HYDROCHLORIDE EQ 8MG BASE ORAL
49348,ONDANSETRON HYDROCHLORIDE EQ 24MG BASE ORAL
49349,ONDANSETRON HYDROCHLORIDE EQ 4MG BASE ORAL
49350,ONDANSETRON HYDROCHLORIDE EQ 8MG BASE ORAL
49351,ONDANSETRON HYDROCHLORIDE EQ 24MG BASE ORAL
49352,ONDANSETRON HYDROCHLORIDE EQ 4MG BASE ORAL
49353,ONDANSETRON HYDROCHLORIDE EQ 8MG BASE ORAL
49354,ONDANSETRON HYDROCHLORIDE EQ 16MG BASE ORAL
49355,ONDANSETRON HYDROCHLORIDE EQ 24MG BASE ORAL
